Wines,Price,Category,Grapes 1,Grapes 2,Grapes 3,Grapes 4,Region 1,Region 2,Region 3,Region 4,Alcohol,Food Pairing,Notes,Link
"Eugenio Collavini - Refosco ""Pucino"" DOC 2020",54,"Red, Dry, Still",100% Refosco Dal Peduncolo,,,,"Friuli-Venezia Giulia, Italy",,,,12.50%,"White meat dishes but also tasty and reach seafood dishes, cold cuts and medium aged cheeses","Category: Red, Dry, StillGrapes: 100% Refosco dal Peduncolo RossoAlcohol %: 12.5An intense ruby with marked violet reflectionsThe varietal fruity perception of wild blackberry and raspberry blends with delicate hints of licoriceIn the mouth it is balanced and caressing, supported by a slightly herbaceous baseFood Pairing:White meat dishes but also tasty and reach seafood dishes, cold cuts and medium aged cheeses",https://www.winelistasia.com/store/p534/Eugenio_Collavini_-_Refosco_%22Pucino%22_DOC_2020.html
I Saltari - Valpolicella Superiore DOC 2018,65,"Red, Dry, Still",60% Corvina,10% Corvinone,20% Rondinella,10% Croatina,"Veneto, Italy",,"Veneto, Italy",,13.00%,"Perfect with red meat, game, quails, roasts and full-flavoured dishes. Excellent match for mature cheeses with bite, such as Parmesan or pecorino. Fabulous full-blown after-dinner wine","Category: Red, Dry, StillGrapes: 60% Corvina, 10% Corvinone, 20% Rondinella, 10% CroatinaAlcohol: 13%Ruby red in color with hints of violetSmall berries, ranging from currants to blackberry jam, hints of tobacco and leatherExcellent structure with supple tannins and fruit flavors consistent with the nose, long finish of vanilla and cherryFood Pairing:Perfect with red meat, game, quails, roasts and full-flavoured dishes. Excellent match for mature cheeses with bite, such as Parmesan or pecorino. Fabulous full-blown after-dinner wineAwards:2010 - International Wine Challenge: Silver2010 - Mundus Vini: Gold",https://www.winelistasia.com/store/p538/I_Saltari_-_Valpolicella_Superiore_DOC_2018.html
"Eugenio Collavini - Merlot ""Poncanera"" DOC 2019",54,"Red, Dry, Still",100% Merlot,,,,"Bordeaux, France",,,,12.50%,"Best with roasted, fried and stewed white meats, especially rabbit, poultry, veal and pork. It goes perfectly with a typical Friulian dish: loin of rabbit with aromatic herbs","Category: Red, Dry, StillGrapes: 100% MerlotAlcohol %: 12.5Here too a ruby red color is striking which differs in slightly garnet nuancesThe nose is vinous, sometimes herbaceous, with hints of raspberry and wild blackberryDry, complex and soft, the well-controlled tannins and the decisive aromatic persistence are appreciated on the sipFood Pairing:Best with roasted, fried and stewed white meats, especially rabbit, poultry, veal and pork. It goes perfectly with a typical Friulian dish: loin of rabbit with aromatic herbs",https://www.winelistasia.com/store/p542/Eugenio_Collavini_-_Merlot_%22Poncanera%22_DOC_2019.html
Eugenio Collavini - Friulano DOC 2021,54,"White, Dry, Still",100% Friulano,,,,"Friuli-Venezia Giulia, Italy",,,,12.50%,"As aperitif, fish dishes, asparagus","Category: White, Dry, StillGrapes: 100% FriulanoAlcohol %: 12.5Straw yellow color with greenish reflections when youngThe scent of wildflowers and persistent announces a markedalmond note that distinguishes s typicalityOn the palate dry, full and full-bodied, well round, and excellent aromatic persistencyFood Pairing:As aperitif, fish dishes, asparagus",https://www.winelistasia.com/store/p543/Eugenio_Collavini_-_Friulano_DOC_2021.html
I Saltari - Valpolicella Superiore Ripasso DOC 2018,92,"Red, Dry, Still",60% Corv,10% Corvinone,20% Rond,10% Croatina,"Veneto, Italy",,,,14.00%,"Robust first courses such as mushroom risotto. Ideal with meat based dishes such as mixed grills, roasts and game. Excellent also with cold cuts and medium matured cheeses","Category: Red, Dry, StillGrapes: 60% Corv., 10% Corvinone, 20% Rond., 10% CroatinaAlcohol: 14%The wine is an intense redAmple, persistent bouquet, with notes which range from small red fruits to spicesSoft velvety wine, maintains its easy drinking characteristic typical of Valpolicella wine but intense fruity flavours and a delicate note of chocolateFood Pairing:Robust first courses such as mushroom risotto. Ideal with meat based dishes such as mixed grills, roasts and game. Excellent also with cold cuts and medium matured cheeses",https://www.winelistasia.com/store/p565/I_Saltari_-_Valpolicella_Superiore_Ripasso__DOC_2018.html
"Tascante - Etna Rosso ""Contrada Sciaranuova"" DOC 2019",145,"Red, Dry, Still",100% Nerello Mascalese,,,,"Sicily (Etna), Italy",,,,13.50%,"Rich pastas, meat dishes , medium aged cheeses","Category: Red, Dry, StillGrapes: 100% Nerello MascaleseAlcohol: 13.5%Bright, delicate ruby redIntense oral scents and typically of wisteria, red berriesGood persistence, soft tannins that leave a pleasant after tasteFood Pairing:Rich pastas, meat dishes , medium aged cheesesAwards:2016 Wine Spectator: 96Points2016 Wine Enthusiast: 91 Points2017 Wine Enthusiast: 94 Points",https://www.winelistasia.com/store/p567/Tascante_-_Etna_Rosso_%22Contrada_Sciaranuova%22_DOC_2019.html
"Mascarello Giuseppe e Figlio - Barolo ""Monprivato"" DOCG 2018",471,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.00%,"Red meats in general, game, mature cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14%Clear. Light redLaced with notes of red cherry, raspberry, mint, white pepper and orange peelSweet and bitter cherry fruits and inner floral tones which lasted into the finish, joined by lingering notes of cedarFood Pairing:Red meats in general, game, mature cheesesAwards:2011 - Wine Spectator: 95 points2011 - Wine Enthusiast Magazine: 95 points2011 - Luca Gardini: 98 points",https://www.winelistasia.com/store/p568/Mascarello_Giuseppe_e_Figlio_-_Barolo_%22Monprivato%22_DOCG_2018.html
Cantine Volpi - Barbera Piemonte DOC 2022,42,"Red, Dry, Still",100% Barbera,,,,"Piedmont, Italy",,,,13.00%,Red and white meats,"Category: Red, Dry, StillGrapes: 100% BarberaAlcohol: 13%Ruby red coloured Barbera with intense violet reflectionsIntense, fruity and viney fragrance with aromas of small red fruitsTaste is soft, fine, fruity, fresh, very drinkableFood Pairing:Red and white meats",https://www.winelistasia.com/store/p569/Cantine_Volpi_-_Barbera_Piemonte__DOC_2022.html
Di Majo Norante - Tintilia del Molise DOC 2021,71,"Red, Dry, Still",100% Tintilia,,,,"Molise, Italy",,,,15.00%,"For its structure, it accompanies rich dishes, especially white and red meats, game and aged cheeses","Category: Red, Dry, StillGrapes: 100% TintiliaAlcohol: 15%Deep ruby red color with purple huesSoft and velvety, with a perfect blend of flavors of plum and undergrowthFull-bodied, with evident, yet soft, tannins, hints of leather and liquoriceFood Pairing:For its structure, it accompanies rich dishes, especially white and red meats, game and aged cheeses",https://www.winelistasia.com/store/p575/Di_Majo_Norante_-_Tintilia_del_Molise__DOC_2021.html
"Di Majo Norante - Aglianico Riserva ""Sassius"" DOC 2017",139,"Red, Dry, Still",100% Tintilia,,,,"Molise, Italy",,,,15.00%,"For its structure, it accompanies rich dishes, especially white and red meats, game and aged cheeses","Category: Red, Dry, StillGrapes: 100% TintiliaAlcohol: 15%Deep ruby red color with purple huesSoft and velvety, with a perfect blend of flavors of plum and undergrowthFull-bodied, with evident, yet soft, tannins, hints of leather and liquoriceFood Pairing:For its structure, it accompanies rich dishes, especially white and red meats, game and aged cheeses",https://www.winelistasia.com/store/p576/Di_Majo_Norante_-_Aglianico_Riserva_%22Sassius%22_DOC_2017.html
Grosjean Freres - Fumin DOC 2023,89,"Red, Dry, Still",100% Fumin,,,,"Valle d'Aosta, Italy",,,,13.00%,"Great pairing with red meat, game or a well aged cheese","Category: Red, Dry, StillGrapes: 100% FuminAlcohol: 13%Intense ruby red going on violetFruits of the forest, blackberry and blueberryAmple, soft palate, rich tannins that confer elegance and freshness. Great ageing potential in the bottleFood Pairing:Great pairing with red meat, game or a well aged cheese",https://www.winelistasia.com/store/p577/Grosjean_Freres_-_Fumin_DOC_2023.html
